"TIME","GEO","INDIC_ED","Value"
"2005","Latvia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.77"
"2005","Latvia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.32"
"2005","Latvia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","14.20"
"2005","Latvia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","13.30"
"2005","Latvia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.90"
"2005","Latvia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.76"
"2005","Latvia","Total public expenditure on education as % of gross national income, for all levels of education combined","5.15"
"2005","Lithuania","Total public expenditure on education as % of GDP, for all levels of education combined","4.88"
"2005","Lithuania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.73"
"2005","Lithuania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.54"
"2005","Lithuania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.02"
"2005","Lithuania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.59"
"2005","Lithuania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.47"
"2005","Lithuania","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.41"
"2005","Lithuania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","14.35"
"2005","Lithuania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","13.15"
"2005","Lithuania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.20"
"2005","Lithuania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.49"
"2005","Lithuania","Total public expenditure on education as % of gross national income, for all levels of education combined","4.96"
"2005","Luxembourg","Total public expenditure on education as % of GDP, for all levels of education combined","3.78"
"2005","Luxembourg","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","2.05"
"2005","Luxembourg","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.73"
"2005","Luxembourg","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2005","Luxembourg","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2005","Luxembourg","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.70"
"2005","Luxembourg","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.08"
"2005","Luxembourg","Total public expenditure on education as % of total public expenditure, for all levels of education combined","9.10"
"2005","Luxembourg","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.90"
"2005","Luxembourg","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.20"
"2005","Luxembourg","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2005","Luxembourg","Total public expenditure on education as % of gross national income, for all levels of education combined","4.40"
